t,AF3,F7,F3,F4,F8,AF7
6420.0000,-163.6060,563.3295,320.3420,658.1809,-217.2510,-931.0333
6440.0000,-160.0979,598.7392,326.6931,650.8798,-206.5876,-933.7875
6460.0000,-152.7863,575.1617,326.2692,647.1103,-217.1683,-944.0426
6480.0000,-149.0012,590.9753,326.7773,649.8739,-235.6430,-944.7850
6500.0000,-147.9019,578.9623,343.1846,648.1054,-242.0711,-937.0683
6520.0000,-152.7809,573.0754,334.8675,653.8824,-229.6915,-947.7656
6540.0000,-141.9978,571.8608,339.1110,655.0447,-233.9929,-938.0814
6560.0000,-130.7344,564.2748,336.9510,656.0024,-233.7553,-943.7474
6580.0000,-163.1249,537.7239,325.9969,644.9943,-254.9960,-973.1085
6600.0000,-168.6440,565.4216,327.0527,651.9918,-243.8043,-952.7308
6620.0000,-169.2530,567.4175,325.8953,647.9662,-255.9746,-950.1200
6640.0000,-150.5747,574.5761,332.1363,652.0356,-254.8685,-954.7305
6660.0000,-155.2467,573.3228,326.8147,656.8835,-230.8766,-929.1122
6680.0000,-154.4183,571.8149,326.2261,646.1435,-244.8547,-951.7093
6700.0000,-155.3126,565.0959,322.7067,655.8899,-229.8643,-939.1238
6720.0000,-187.4460,566.0278,317.3057,647.1401,-238.8594,-934.7040
6740.0000,-183.4252,587.8434,304.6234,646.7733,-257.9349,-939.1331
6760.0000,-178.3468,596.2818,319.4247,632.1941,-238.8570,-954.6987
6780.0000,-192.4155,573.6274,315.5300,623.6922,-230.8740,-947.1476
6800.0000,-190.2616,538.5046,321.5199,627.2560,-213.8612,-922.6510
6820.0000,-155.4459,569.4473,334.4328,626.6505,-213.9612,-908.1478
6840.0000,-175.2615,578.6702,321.6054,627.3139,-221.8665,-949.6533
6860.0000,-181.5182,558.2213,309.3326,623.5712,-244.9748,-962.1935
6880.0000,-185.2877,524.9610,304.6906,620.4037,-238.7508,-936.6072
6900.0000,-156.4916,560.9922,329.2545,625.5781,-235.9986,-927.2006
6920.0000,-140.2286,558.1980,349.7925,635.4770,-245.7059,-920.5673
6940.0000,-167.5517,508.7470,328.1637,624.4725,-292.1075,-949.2320
6960.0000,-208.2087,503.3870,312.8533,616.5778,-311.7021,-981.5610
6980.0000,-212.4930,540.4626,309.0900,626.3885,-280.1492,-972.2732
7000.0000,-205.3025,543.5443,294.9410,632.5931,-242.5441,-942.5040
7020.0000,-201.5137,548.2737,323.0251,637.3570,-230.2102,-952.3099
7040.0000,-151.2386,572.7987,348.0098,649.6442,-223.5256,-895.4443
7060.0000,-158.4451,538.1711,330.9756,642.2916,-247.3216,-916.3363
